text,label,original_intent,split
see you again soon,ambiguous,goodbye,train
i've got to run now,ambiguous,goodbye,train
goodbye!,ambiguous,goodbye,train
i had fun speaking with you,ambiguous,goodbye,train
bye!,ambiguous,goodbye,train
later!,ambiguous,goodbye,train
adios!,ambiguous,goodbye,train
until next time!,ambiguous,goodbye,train
farewell!,ambiguous,goodbye,train
it was enjoyable to chat with you,ambiguous,goodbye,train
i'm outta here!,ambiguous,goodbye,train
it was pleasant having a conversation with you,ambiguous,goodbye,train
bye now,ambiguous,goodbye,train
buhbye,ambiguous,goodbye,train
see you in a while,ambiguous,goodbye,train
see you around,ambiguous,goodbye,train
nice to see you again,ambiguous,goodbye,train
nice to see you,ambiguous,goodbye,train
talk later,ambiguous,goodbye,train
tootles,ambiguous,goodbye,train
peace out,ambiguous,goodbye,train
goodbye for now ai,ambiguous,goodbye,train
ai goodbye,ambiguous,goodbye,train
i'll talk to you later ai,ambiguous,goodbye,train
we'll talk later ai,ambiguous,goodbye,train
i have to go ai goodbye,ambiguous,goodbye,train
bye bye!,ambiguous,goodbye,train
see you later!,ambiguous,goodbye,train
when is today's meeting with john,lead_intent,meeting_schedule,train
when is my meeting with dan scheduled for,lead_intent,meeting_schedule,train
when is the meeting with homer scheduled for,lead_intent,meeting_schedule,train
do i have any meetings with stan today,lead_intent,meeting_schedule,train
how many meetings do i have scheduled between 10 and 3,lead_intent,meeting_schedule,train
on what day is my meeting with dr lee,lead_intent,meeting_schedule,train
tell me how many meetings with pete i have for today,lead_intent,meeting_schedule,train
about how many meetings am i attending between 12 and 3 today,lead_intent,meeting_schedule,train
how many total meetings will i have between 2 and 5,lead_intent,meeting_schedule,train
can you tell me what time i am meeting with sarah today,lead_intent,meeting_schedule,train
when is that meeting with kara,lead_intent,meeting_schedule,train
do i have meetings from 1 to 4 today,lead_intent,meeting_schedule,train
do i have many meetings today between 2 and 4,lead_intent,meeting_schedule,train
what time is my meeting with steve,lead_intent,meeting_schedule,train
"for today only, how many meetings are with jake",lead_intent,meeting_schedule,train
do i have any meetings with mark today,lead_intent,meeting_schedule,train
when is my meeting with bob,lead_intent,meeting_schedule,train
tell me when my meeting is scheduled with roger,lead_intent,meeting_schedule,train
when am i gonna be meeting roger,lead_intent,meeting_schedule,train
do i have any meetings today between 5 and 6,lead_intent,meeting_schedule,train
do i have any meetings today between 2 and 3,lead_intent,meeting_schedule,train
do i have any meetings with ben today,lead_intent,meeting_schedule,train
do i have any meetings with roger today,lead_intent,meeting_schedule,train
do i have any meetings today between 8 and 9,lead_intent,meeting_schedule,train
when is my meeting with roger,lead_intent,meeting_schedule,train
i wanna know when my meeting is with dan,lead_intent,meeting_schedule,train
do i have any meetings with michael today,lead_intent,meeting_schedule,train
do i have any meetings with dave today,lead_intent,meeting_schedule,train
do i have any meetings today between 4 and 5,lead_intent,meeting_schedule,train
do i have any meetings today between 6 and 7,lead_intent,meeting_schedule,train
tell me the meeting schedule for the day,lead_intent,meeting_schedule,train
what is the meeting schedule today,lead_intent,meeting_schedule,train
tell me the meeting schdule please,lead_intent,meeting_schedule,train
what is my meeting schedule today,lead_intent,meeting_schedule,train
what is my meeting schedule like for the day,lead_intent,meeting_schedule,train
share my meeting schedule with me,lead_intent,meeting_schedule,train
do i have meetings scheduled today,lead_intent,meeting_schedule,train
what kind of meetings do i have today,lead_intent,meeting_schedule,train
what meetings do i have scheduled today,lead_intent,meeting_schedule,train
go over my meeting schedule with me please,lead_intent,meeting_schedule,train
do i have to be at any meetings today,lead_intent,meeting_schedule,train
any meetings on the schedule today,lead_intent,meeting_schedule,train
what meetings are on my schedule today,lead_intent,meeting_schedule,train
meetings today,lead_intent,meeting_schedule,train
what meetings are scheduled for today,lead_intent,meeting_schedule,train
does today's schedule include any meetings,lead_intent,meeting_schedule,train
are there any meetings on the calendar for today,lead_intent,meeting_schedule,train
do i have any meeting to go to today,lead_intent,meeting_schedule,train
what meetings do i have today,lead_intent,meeting_schedule,train
what meetings are on my calendar,lead_intent,meeting_schedule,train
when do i have meetings today,lead_intent,meeting_schedule,train
what's on my meeting schedule today,lead_intent,meeting_schedule,train
what times are my meetings,lead_intent,meeting_schedule,train
what are my meetings today,lead_intent,meeting_schedule,train
which meetings do i have today,lead_intent,meeting_schedule,train
are there any meetings i have today,lead_intent,meeting_schedule,train
bring up any mettings for today,lead_intent,meeting_schedule,train
when are my meetings today between noon and one,lead_intent,meeting_schedule,train
am i scheduled for any meetings between noon and one,lead_intent,meeting_schedule,train
how many meetings do i have today between noon and one,lead_intent,meeting_schedule,train
what meetings do i have today between noon and one,lead_intent,meeting_schedule,train
are there meetings schedules today between noon and one,lead_intent,meeting_schedule,train
do i have any meetings planned for today,lead_intent,meeting_schedule,train
are any meetings scheduled for today,lead_intent,meeting_schedule,train
do i have any meetings scheduled for today,lead_intent,meeting_schedule,train
are any meetings booked for today,lead_intent,meeting_schedule,train
what time i have to meet mr accountant,lead_intent,meeting_schedule,train
is mr ceo waiting me now,lead_intent,meeting_schedule,train
do i have to meet the dev squad to day,lead_intent,meeting_schedule,train
give me a run down of my meeting schedules for the day,lead_intent,meeting_schedule,train
let me know every meeting i have scheduled today,lead_intent,meeting_schedule,train
do you know if i have any meetings set up with travis today,lead_intent,meeting_schedule,train
do you see any meetings with john on my schedule today,lead_intent,meeting_schedule,train
check to see if i have any meetings with peter today,lead_intent,meeting_schedule,train
am i scheduled to meet with heather today,lead_intent,meeting_schedule,train
what meetings do i have on my agenda today,lead_intent,meeting_schedule,train
have i got any meetings today with sara,lead_intent,meeting_schedule,train
tell me what my day looks like today in terms of meetings,lead_intent,meeting_schedule,train
what scheduled meetings do i have today,lead_intent,meeting_schedule,train
are there any meetings on my calendar today,lead_intent,meeting_schedule,train
am i scheduled for any gatherings today,lead_intent,meeting_schedule,train
is the gang getting together this afternoon,lead_intent,meeting_schedule,train
do i have any meetings coming up today,lead_intent,meeting_schedule,train
please list my meetings for today,lead_intent,meeting_schedule,train
